task_name,task_status,build_links,crossbow_branch_url,ci_system,extra_params,template,arrow_commit
almalinux-8-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15605748651/job/43954712418'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2025-06-12-0-github-almalinux-8-amd64,github,"{'architecture': 'amd64', 'target': 'almalinux-8', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/github.linux.yml,57439e08cacf842ac2ce44bc72cf67196d4c184b
almalinux-8-arm64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15605749143/job/43954713994'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2025-06-12-0-github-almalinux-8-arm64,github,"{'architecture': 'arm64', 'target': 'almalinux-8-aarch64', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/github.linux.yml,57439e08cacf842ac2ce44bc72cf67196d4c184b
almalinux-9-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15605751828/job/43954722741'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2025-06-12-0-github-almalinux-9-amd64,github,"{'architecture': 'amd64', 'target': 'almalinux-9', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/github.linux.yml,57439e08cacf842ac2ce44bc72cf67196d4c184b
almalinux-9-arm64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15605750308/job/43954717797'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2025-06-12-0-github-almalinux-9-arm64,github,"{'architecture': 'arm64', 'target': 'almalinux-9-aarch64', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/github.linux.yml,57439e08cacf842ac2ce44bc72cf67196d4c184b
amazon-linux-2023-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15605749873/job/43954716369'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2025-06-12-0-github-amazon-linux-2023-amd64,github,"{'architecture': 'amd64', 'target': 'amazon-linux-2023', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/github.linux.yml,57439e08cacf842ac2ce44bc72cf67196d4c184b
amazon-linux-2023-arm64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15605750276/job/43954717828'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2025-06-12-0-github-amazon-linux-2023-arm64,github,"{'architecture': 'arm64', 'target': 'amazon-linux-2023-aarch64', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/github.linux.yml,57439e08cacf842ac2ce44bc72cf67196d4c184b
centos-7-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15605750334/job/43954717716'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2025-06-12-0-github-centos-7-amd64,github,"{'architecture': 'amd64', 'target': 'centos-7', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/github.linux.yml,57439e08cacf842ac2ce44bc72cf67196d4c184b
centos-8-stream-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15605750535/job/43954718361'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2025-06-12-0-github-centos-8-stream-amd64,github,"{'architecture': 'amd64', 'target': 'centos-8-stream', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/github.linux.yml,57439e08cacf842ac2ce44bc72cf67196d4c184b
centos-8-stream-arm64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15605751484/job/43954721624'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2025-06-12-0-github-centos-8-stream-arm64,github,"{'architecture': 'arm64', 'target': 'centos-8-stream-aarch64', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/github.linux.yml,57439e08cacf842ac2ce44bc72cf67196d4c184b
centos-9-stream-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15605751317/job/43954720947'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2025-06-12-0-github-centos-9-stream-amd64,github,"{'architecture': 'amd64', 'target': 'centos-9-stream', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/github.linux.yml,57439e08cacf842ac2ce44bc72cf67196d4c184b
centos-9-stream-arm64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15605749394/job/43954714567'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2025-06-12-0-github-centos-9-stream-arm64,github,"{'architecture': 'arm64', 'target': 'centos-9-stream-aarch64', 'task_namespace': 'yum', 'upload_extensions': ['.rpm']}",linux-packages/github.linux.yml,57439e08cacf842ac2ce44bc72cf67196d4c184b
conan-maximum,success,['https://github.com/ursacomputing/crossbow/actions/runs/15605749062/job/43954713572'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2025-06-12-0-github-conan-maximum,github,"{'flags': '-e ARROW_CONAN_PARQUET=True -e ARROW_CONAN_WITH_BROTLI=True -e ARROW_CONAN_WITH_BZ2=True -e ARROW_CONAN_WITH_FLIGHT_RPC=True -e ARROW_CONAN_WITH_GLOG=True -e ARROW_CONAN_WITH_JEMALLOC=True -e ARROW_CONAN_WITH_JSON=True -e ARROW_CONAN_WITH_LZ4=True -e ARROW_CONAN_WITH_SNAPPY=True -e ARROW_CONAN_WITH_ZSTD=True', 'image': 'conan', 'push': False}",docker-tests/github.linux.yml,57439e08cacf842ac2ce44bc72cf67196d4c184b
conan-minimum,success,['https://github.com/ursacomputing/crossbow/actions/runs/15605751758/job/43954722644'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2025-06-12-0-github-conan-minimum,github,"{'image': 'conan', 'push': False}",docker-tests/github.linux.yml,57439e08cacf842ac2ce44bc72cf67196d4c184b
debian-bookworm-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15605750882/job/43954719540'],https://github.com/ursacomputing/crossbow/tree/nightly-packaging-2025-06-12-0-github-debian-bookworm-amd64,github,"{'architecture': 'amd64', 'target': 'debian-bookworm', 'task_namespace': 'apt', 'upload_extensions': ['.ddeb', '.deb', '.debian.tar.xz', '.dsc', '.orig.tar.gz']}",linux-packages/github.linux.yml,57439e08cacf842ac2ce44bc72cf67196d4c184b
