task_name,task_status,build_links,crossbow_branch_url,ci_system,extra_params,template,arrow_commit
verify-rc-source-cpp-linux-almalinux-10-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/31390905535/job/93462155720'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-08-10-0-github-verify-rc-source-cpp-linux-almalinux-10-amd64,github,"{'env': {'ALMALINUX': '10'}, 'target': 'cpp', 'distro': 'almalinux'}",verify-rc/github.linux.amd64.docker.yml,42694575d0219f6a3a78b1f344bb071a60df6a4e
verify-rc-source-cpp-linux-conda-latest-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/31390906087/job/93462157872'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-08-10-0-github-verify-rc-source-cpp-linux-conda-latest-amd64,github,"{'env': {'CONDA': 'latest'}, 'target': 'cpp', 'distro': 'conda'}",verify-rc/github.linux.amd64.docker.yml,42694575d0219f6a3a78b1f344bb071a60df6a4e
verify-rc-source-cpp-linux-ubuntu-22.04-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/31390905979/job/93462157503'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-08-10-0-github-verify-rc-source-cpp-linux-ubuntu-22.04-amd64,github,"{'env': {'UBUNTU': '22.04'}, 'target': 'cpp', 'distro': 'ubuntu'}",verify-rc/github.linux.amd64.docker.yml,42694575d0219f6a3a78b1f344bb071a60df6a4e
verify-rc-source-cpp-linux-ubuntu-24.04-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/31390906252/job/93462158214'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-08-10-0-github-verify-rc-source-cpp-linux-ubuntu-24.04-amd64,github,"{'env': {'UBUNTU': '24.04'}, 'target': 'cpp', 'distro': 'ubuntu'}",verify-rc/github.linux.amd64.docker.yml,42694575d0219f6a3a78b1f344bb071a60df6a4e
verify-rc-source-cpp-macos-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/31390908655/job/93462166399'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-08-10-0-github-verify-rc-source-cpp-macos-amd64,github,"{'target': 'cpp', 'github_runner': 'macos-15-intel'}",verify-rc/github.macos.yml,42694575d0219f6a3a78b1f344bb071a60df6a4e
verify-rc-source-cpp-macos-arm64,success,['https://github.com/ursacomputing/crossbow/actions/runs/31390911718/job/93462176579'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-08-10-0-github-verify-rc-source-cpp-macos-arm64,github,"{'env': {'ARROW_FLIGHT': 0, 'ARROW_GANDIVA': 0, 'PYTEST_ADDOPTS': ""-k 'not test_cancellation'""}, 'target': 'cpp', 'github_runner': 'macos-14'}",verify-rc/github.macos.yml,42694575d0219f6a3a78b1f344bb071a60df6a4e
verify-rc-source-cpp-macos-conda-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/31390906827/job/93462160363'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-08-10-0-github-verify-rc-source-cpp-macos-conda-amd64,github,"{'target': 'cpp', 'use_conda': True, 'github_runner': 'macos-15-intel'}",verify-rc/github.macos.yml,42694575d0219f6a3a78b1f344bb071a60df6a4e
verify-rc-source-integration-linux-almalinux-10-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/31390908094/job/93462164595'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-08-10-0-github-verify-rc-source-integration-linux-almalinux-10-amd64,github,"{'env': {'ALMALINUX': '10'}, 'target': 'integration', 'distro': 'almalinux'}",verify-rc/github.linux.amd64.docker.yml,42694575d0219f6a3a78b1f344bb071a60df6a4e
verify-rc-source-integration-linux-conda-latest-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/31390907550/job/93462162502'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-08-10-0-github-verify-rc-source-integration-linux-conda-latest-amd64,github,"{'env': {'CONDA': 'latest'}, 'target': 'integration', 'distro': 'conda'}",verify-rc/github.linux.amd64.docker.yml,42694575d0219f6a3a78b1f344bb071a60df6a4e
verify-rc-source-integration-linux-ubuntu-22.04-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/31390906596/job/93462159337'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-08-10-0-github-verify-rc-source-integration-linux-ubuntu-22.04-amd64,github,"{'env': {'UBUNTU': '22.04'}, 'target': 'integration', 'distro': 'ubuntu'}",verify-rc/github.linux.amd64.docker.yml,42694575d0219f6a3a78b1f344bb071a60df6a4e
