task_name,task_status,build_links,crossbow_branch_url,ci_system,extra_params,template,arrow_commit
verify-rc-source-cpp-linux-almalinux-8-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15535133042/job/43732275356'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-06-09-0-github-verify-rc-source-cpp-linux-almalinux-8-amd64,github,"{'env': {'ALMALINUX': '8'}, 'target': 'cpp', 'distro': 'almalinux'}",verify-rc/github.linux.amd64.docker.yml,6f43aead92ae26e16ba0ea89369ce2278ca9836d
verify-rc-source-cpp-linux-conda-latest-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15535132148/job/43732272201'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-06-09-0-github-verify-rc-source-cpp-linux-conda-latest-amd64,github,"{'env': {'CONDA': 'latest'}, 'target': 'cpp', 'distro': 'conda'}",verify-rc/github.linux.amd64.docker.yml,6f43aead92ae26e16ba0ea89369ce2278ca9836d
verify-rc-source-cpp-linux-ubuntu-22.04-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15535132123/job/43732272016'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-06-09-0-github-verify-rc-source-cpp-linux-ubuntu-22.04-amd64,github,"{'env': {'UBUNTU': '22.04'}, 'target': 'cpp', 'distro': 'ubuntu'}",verify-rc/github.linux.amd64.docker.yml,6f43aead92ae26e16ba0ea89369ce2278ca9836d
verify-rc-source-cpp-linux-ubuntu-24.04-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15535132802/job/43732274591'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-06-09-0-github-verify-rc-source-cpp-linux-ubuntu-24.04-amd64,github,"{'env': {'UBUNTU': '24.04'}, 'target': 'cpp', 'distro': 'ubuntu'}",verify-rc/github.linux.amd64.docker.yml,6f43aead92ae26e16ba0ea89369ce2278ca9836d
verify-rc-source-cpp-macos-amd64,failure,['https://github.com/ursacomputing/crossbow/actions/runs/15535132578/job/43732273632'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-06-09-0-github-verify-rc-source-cpp-macos-amd64,github,"{'target': 'cpp', 'github_runner': 'macos-13'}",verify-rc/github.macos.yml,6f43aead92ae26e16ba0ea89369ce2278ca9836d
verify-rc-source-cpp-macos-arm64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15535132690/job/43732274179'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-06-09-0-github-verify-rc-source-cpp-macos-arm64,github,"{'env': {'ARROW_FLIGHT': 0, 'ARROW_GANDIVA': 0, 'PYTEST_ADDOPTS': ""-k 'not test_cancellation'""}, 'target': 'cpp', 'github_runner': 'macos-14'}",verify-rc/github.macos.yml,6f43aead92ae26e16ba0ea89369ce2278ca9836d
verify-rc-source-cpp-macos-conda-amd64,failure,['https://github.com/ursacomputing/crossbow/actions/runs/15535132059/job/43732271593'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-06-09-0-github-verify-rc-source-cpp-macos-conda-amd64,github,"{'target': 'cpp', 'use_conda': True, 'github_runner': 'macos-13'}",verify-rc/github.macos.yml,6f43aead92ae26e16ba0ea89369ce2278ca9836d
verify-rc-source-csharp-linux-almalinux-8-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15535131933/job/43732270594'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-06-09-0-github-verify-rc-source-csharp-linux-almalinux-8-amd64,github,"{'env': {'ALMALINUX': '8'}, 'target': 'csharp', 'distro': 'almalinux'}",verify-rc/github.linux.amd64.docker.yml,6f43aead92ae26e16ba0ea89369ce2278ca9836d
verify-rc-source-csharp-linux-conda-latest-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15535132392/job/43732272906'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-06-09-0-github-verify-rc-source-csharp-linux-conda-latest-amd64,github,"{'env': {'CONDA': 'latest'}, 'target': 'csharp', 'distro': 'conda'}",verify-rc/github.linux.amd64.docker.yml,6f43aead92ae26e16ba0ea89369ce2278ca9836d
verify-rc-source-csharp-linux-ubuntu-22.04-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15535131573/job/43732268952'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-06-09-0-github-verify-rc-source-csharp-linux-ubuntu-22.04-amd64,github,"{'env': {'UBUNTU': '22.04'}, 'target': 'csharp', 'distro': 'ubuntu'}",verify-rc/github.linux.amd64.docker.yml,6f43aead92ae26e16ba0ea89369ce2278ca9836d
verify-rc-source-csharp-linux-ubuntu-24.04-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15535132226/job/43732272515'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-06-09-0-github-verify-rc-source-csharp-linux-ubuntu-24.04-amd64,github,"{'env': {'UBUNTU': '24.04'}, 'target': 'csharp', 'distro': 'ubuntu'}",verify-rc/github.linux.amd64.docker.yml,6f43aead92ae26e16ba0ea89369ce2278ca9836d
verify-rc-source-csharp-macos-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/15535132424/job/43732273094'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-06-09-0-github-verify-rc-source-csharp-macos-amd64,github,"{'target': 'csharp', 'github_runner': 'macos-13'}",verify-rc/github.macos.yml,6f43aead92ae26e16ba0ea89369ce2278ca9836d
