task_name,task_status,build_links,crossbow_branch_url,ci_system,extra_params,template,arrow_commit
verify-rc-source-cpp-linux-almalinux-8-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/18429639917/job/52515304907'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-10-11-0-github-verify-rc-source-cpp-linux-almalinux-8-amd64,github,"{'env': {'ALMALINUX': '8'}, 'target': 'cpp', 'distro': 'almalinux'}",verify-rc/github.linux.amd64.docker.yml,7700dd4cb9ea92edd0f6e6f66b8025f27fee233f
verify-rc-source-cpp-linux-conda-latest-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/18429640107/job/52515305230'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-10-11-0-github-verify-rc-source-cpp-linux-conda-latest-amd64,github,"{'env': {'CONDA': 'latest'}, 'target': 'cpp', 'distro': 'conda'}",verify-rc/github.linux.amd64.docker.yml,7700dd4cb9ea92edd0f6e6f66b8025f27fee233f
verify-rc-source-cpp-linux-ubuntu-22.04-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/18429639739/job/52515304596'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-10-11-0-github-verify-rc-source-cpp-linux-ubuntu-22.04-amd64,github,"{'env': {'UBUNTU': '22.04'}, 'target': 'cpp', 'distro': 'ubuntu'}",verify-rc/github.linux.amd64.docker.yml,7700dd4cb9ea92edd0f6e6f66b8025f27fee233f
verify-rc-source-cpp-linux-ubuntu-24.04-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/18429639990/job/52515305042'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-10-11-0-github-verify-rc-source-cpp-linux-ubuntu-24.04-amd64,github,"{'env': {'UBUNTU': '24.04'}, 'target': 'cpp', 'distro': 'ubuntu'}",verify-rc/github.linux.amd64.docker.yml,7700dd4cb9ea92edd0f6e6f66b8025f27fee233f
verify-rc-source-cpp-macos-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/18429639704/job/52515304560'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-10-11-0-github-verify-rc-source-cpp-macos-amd64,github,"{'target': 'cpp', 'github_runner': 'macos-13'}",verify-rc/github.macos.yml,7700dd4cb9ea92edd0f6e6f66b8025f27fee233f
verify-rc-source-cpp-macos-arm64,success,['https://github.com/ursacomputing/crossbow/actions/runs/18429639923/job/52515304930'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-10-11-0-github-verify-rc-source-cpp-macos-arm64,github,"{'env': {'ARROW_FLIGHT': 0, 'ARROW_GANDIVA': 0, 'PYTEST_ADDOPTS': ""-k 'not test_cancellation'""}, 'target': 'cpp', 'github_runner': 'macos-14'}",verify-rc/github.macos.yml,7700dd4cb9ea92edd0f6e6f66b8025f27fee233f
verify-rc-source-cpp-macos-conda-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/18429639922/job/52515304932'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-10-11-0-github-verify-rc-source-cpp-macos-conda-amd64,github,"{'target': 'cpp', 'use_conda': True, 'github_runner': 'macos-13'}",verify-rc/github.macos.yml,7700dd4cb9ea92edd0f6e6f66b8025f27fee233f
verify-rc-source-integration-linux-almalinux-8-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/18429639698/job/52515304547'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-10-11-0-github-verify-rc-source-integration-linux-almalinux-8-amd64,github,"{'env': {'ALMALINUX': '8'}, 'target': 'integration', 'distro': 'almalinux'}",verify-rc/github.linux.amd64.docker.yml,7700dd4cb9ea92edd0f6e6f66b8025f27fee233f
verify-rc-source-integration-linux-conda-latest-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/18429640018/job/52515305066'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-10-11-0-github-verify-rc-source-integration-linux-conda-latest-amd64,github,"{'env': {'CONDA': 'latest'}, 'target': 'integration', 'distro': 'conda'}",verify-rc/github.linux.amd64.docker.yml,7700dd4cb9ea92edd0f6e6f66b8025f27fee233f
verify-rc-source-integration-linux-ubuntu-22.04-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/18429639700/job/52515304541'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-10-11-0-github-verify-rc-source-integration-linux-ubuntu-22.04-amd64,github,"{'env': {'UBUNTU': '22.04'}, 'target': 'integration', 'distro': 'ubuntu'}",verify-rc/github.linux.amd64.docker.yml,7700dd4cb9ea92edd0f6e6f66b8025f27fee233f
verify-rc-source-integration-linux-ubuntu-24.04-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/18429639848/job/52515304801'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-10-11-0-github-verify-rc-source-integration-linux-ubuntu-24.04-amd64,github,"{'env': {'UBUNTU': '24.04'}, 'target': 'integration', 'distro': 'ubuntu'}",verify-rc/github.linux.amd64.docker.yml,7700dd4cb9ea92edd0f6e6f66b8025f27fee233f
verify-rc-source-integration-macos-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/18429639869/job/52515304829'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-10-11-0-github-verify-rc-source-integration-macos-amd64,github,"{'target': 'integration', 'github_runner': 'macos-13'}",verify-rc/github.macos.yml,7700dd4cb9ea92edd0f6e6f66b8025f27fee233f
verify-rc-source-integration-macos-arm64,success,['https://github.com/ursacomputing/crossbow/actions/runs/18429639993/job/52515305054'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-10-11-0-github-verify-rc-source-integration-macos-arm64,github,"{'env': {'ARROW_FLIGHT': 0, 'ARROW_GANDIVA': 0, 'PYTEST_ADDOPTS': ""-k 'not test_cancellation'""}, 'target': 'integration', 'github_runner': 'macos-14'}",verify-rc/github.macos.yml,7700dd4cb9ea92edd0f6e6f66b8025f27fee233f
verify-rc-source-integration-macos-conda-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/18429640111/job/52515305235'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-10-11-0-github-verify-rc-source-integration-macos-conda-amd64,github,"{'target': 'integration', 'use_conda': True, 'github_runner': 'macos-13'}",verify-rc/github.macos.yml,7700dd4cb9ea92edd0f6e6f66b8025f27fee233f
verify-rc-source-python-linux-almalinux-8-amd64,failure,['https://github.com/ursacomputing/crossbow/actions/runs/18429639735/job/52515304589'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-10-11-0-github-verify-rc-source-python-linux-almalinux-8-amd64,github,"{'env': {'ALMALINUX': '8'}, 'target': 'python', 'distro': 'almalinux'}",verify-rc/github.linux.amd64.docker.yml,7700dd4cb9ea92edd0f6e6f66b8025f27fee233f
verify-rc-source-python-linux-conda-latest-amd64,failure,['https://github.com/ursacomputing/crossbow/actions/runs/18429639813/job/52515304714'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-10-11-0-github-verify-rc-source-python-linux-conda-latest-amd64,github,"{'env': {'CONDA': 'latest'}, 'target': 'python', 'distro': 'conda'}",verify-rc/github.linux.amd64.docker.yml,7700dd4cb9ea92edd0f6e6f66b8025f27fee233f
verify-rc-source-python-linux-ubuntu-22.04-amd64,failure,['https://github.com/ursacomputing/crossbow/actions/runs/18429639968/job/52515305009'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2025-10-11-0-github-verify-rc-source-python-linux-ubuntu-22.04-amd64,github,"{'env': {'UBUNTU': '22.04'}, 'target': 'python', 'distro': 'ubuntu'}",verify-rc/github.linux.amd64.docker.yml,7700dd4cb9ea92edd0f6e6f66b8025f27fee233f
