task_name,task_status,build_links,crossbow_branch_url,ci_system,extra_params,template,arrow_commit
verify-rc-source-cpp-linux-almalinux-10-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/21138466939/job/60786205347'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-01-19-0-github-verify-rc-source-cpp-linux-almalinux-10-amd64,github,"{'env': {'ALMALINUX': '10'}, 'target': 'cpp', 'distro': 'almalinux'}",verify-rc/github.linux.amd64.docker.yml,e4c9ed298909502993153d5ba858ddd89a02a2ea
verify-rc-source-cpp-linux-conda-latest-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/21138468520/job/60786210006'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-01-19-0-github-verify-rc-source-cpp-linux-conda-latest-amd64,github,"{'env': {'CONDA': 'latest'}, 'target': 'cpp', 'distro': 'conda'}",verify-rc/github.linux.amd64.docker.yml,e4c9ed298909502993153d5ba858ddd89a02a2ea
verify-rc-source-cpp-linux-ubuntu-22.04-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/21138468356/job/60786209536'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-01-19-0-github-verify-rc-source-cpp-linux-ubuntu-22.04-amd64,github,"{'env': {'UBUNTU': '22.04'}, 'target': 'cpp', 'distro': 'ubuntu'}",verify-rc/github.linux.amd64.docker.yml,e4c9ed298909502993153d5ba858ddd89a02a2ea
verify-rc-source-cpp-linux-ubuntu-24.04-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/21138469449/job/60786212760'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-01-19-0-github-verify-rc-source-cpp-linux-ubuntu-24.04-amd64,github,"{'env': {'UBUNTU': '24.04'}, 'target': 'cpp', 'distro': 'ubuntu'}",verify-rc/github.linux.amd64.docker.yml,e4c9ed298909502993153d5ba858ddd89a02a2ea
verify-rc-source-cpp-macos-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/21138467175/job/60786206095'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-01-19-0-github-verify-rc-source-cpp-macos-amd64,github,"{'target': 'cpp', 'github_runner': 'macos-15-intel'}",verify-rc/github.macos.yml,e4c9ed298909502993153d5ba858ddd89a02a2ea
verify-rc-source-cpp-macos-arm64,success,['https://github.com/ursacomputing/crossbow/actions/runs/21138467232/job/60786206212'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-01-19-0-github-verify-rc-source-cpp-macos-arm64,github,"{'env': {'ARROW_FLIGHT': 0, 'ARROW_GANDIVA': 0, 'PYTEST_ADDOPTS': ""-k 'not test_cancellation'""}, 'target': 'cpp', 'github_runner': 'macos-14'}",verify-rc/github.macos.yml,e4c9ed298909502993153d5ba858ddd89a02a2ea
verify-rc-source-cpp-macos-conda-amd64,failure,['https://github.com/ursacomputing/crossbow/actions/runs/21138468788/job/60786210762'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-01-19-0-github-verify-rc-source-cpp-macos-conda-amd64,github,"{'target': 'cpp', 'use_conda': True, 'github_runner': 'macos-15-intel'}",verify-rc/github.macos.yml,e4c9ed298909502993153d5ba858ddd89a02a2ea
verify-rc-source-integration-linux-almalinux-10-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/21138468687/job/60786210582'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-01-19-0-github-verify-rc-source-integration-linux-almalinux-10-amd64,github,"{'env': {'ALMALINUX': '10'}, 'target': 'integration', 'distro': 'almalinux'}",verify-rc/github.linux.amd64.docker.yml,e4c9ed298909502993153d5ba858ddd89a02a2ea
verify-rc-source-integration-linux-conda-latest-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/21138468259/job/60786209168'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-01-19-0-github-verify-rc-source-integration-linux-conda-latest-amd64,github,"{'env': {'CONDA': 'latest'}, 'target': 'integration', 'distro': 'conda'}",verify-rc/github.linux.amd64.docker.yml,e4c9ed298909502993153d5ba858ddd89a02a2ea
verify-rc-source-integration-linux-ubuntu-22.04-amd64,success,['https://github.com/ursacomputing/crossbow/actions/runs/21138469055/job/60786211633'],https://github.com/ursacomputing/crossbow/tree/nightly-release-2026-01-19-0-github-verify-rc-source-integration-linux-ubuntu-22.04-amd64,github,"{'env': {'UBUNTU': '22.04'}, 'target': 'integration', 'distro': 'ubuntu'}",verify-rc/github.linux.amd64.docker.yml,e4c9ed298909502993153d5ba858ddd89a02a2ea
